,full_address,neighborhood,nid,sale_price,prediction,difference
18002,"3537 23rd St, San Francisco, CA 94110",5 - Noe Valley,5030,2105000,1952593,152406
18017,"218 Gambier St, San Francisco, CA 94134",10 - Portola,10060,1716000,1895991,-179991
18018,"215 Gambier St, San Francisco, CA 94134",10 - Portola,10060,1125000,1119784,5215
18019,"22 Stoneybrook Ave, San Francisco, CA 94112-1649",10 - Excelsior,10030,900000,1078062,-178062
18025,"28 Hill St, San Francisco, CA 94110",5 - Eureka Valley/Dolore,5100,4000000,3800176,199823
18036,"839 North Point St, San Francisco, CA 94109",8 - Russian Hill,8050,3745000,3949966,-204966
18037,"252 Richland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1452000,1335720,116279
18038,"75 Santa Marina St, San Francisco, CA 94110",9 - Bernal Heights,9010,1303000,1570057,-267057
18047,"131 Gladstone Dr, San Francisco, CA 94112",10 - Excelsior,10030,915000,738049,176950
18048,"131 Gladstone Dr, San Francisco, CA 94112-1634",10 - Excelsior,10030,1275000,1348802,-73802
18059,"168 Parque Dr, San Francisco, CA 94134",10 - Visitacion Valley,10050,895000,663430,231569
18070,"92 Santa Marina St, San Francisco, CA 94110",9 - Bernal Heights,9010,1711000,2288458,-577458
18089,"121 Gladstone Dr, San Francisco, CA 94112",10 - Excelsior,10030,906099,1379566,-473467
18102,"165 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,875130,1726276,-851146
18103,"160 Harvard St, San Francisco, CA 94134",10 - Portola,10060,1275000,1368307,-93307
18121,"26 Stoneyford Ave, San Francisco, CA 94112",10 - Excelsior,10030,1075000,1451605,-376605
18124,"385 Gambier, San Francisco, CA 94134",10 - Portola,10060,1375000,1531475,-156475
18139,"61 Carrizal St, San Francisco, CA 94134",10 - Visitacion Valley,10050,830000,764869,65130
18176,"100 Oxford, San Francisco, CA 94134",10 - Portola,10060,1300000,1574314,-274314
18190,"21 Gladstone Dr, San Francisco, CA 94112",10 - Excelsior,10030,1000000,1189998,-189998
18196,"207 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1184532,15467
18201,"270 Prospect Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1980076,-380076
18210,"300 Richland, San Francisco, CA 94110",9 - Bernal Heights,9010,1450000,1205311,244688
18226,"337 Winfield St, San Francisco, CA 94110",9 - Bernal Heights,9010,1550000,1488863,61136
18249,"39 Arnold Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1875000,1688680,186319
18260,"1476 Pacific Ave, San Francisco, CA 94109",8 - Nob Hill,8030,2300000,2106769,193230
18299,"136 Lundys Ln, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1873252,-273252
18304,"257 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1380673,119326
18320,"229 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1450000,1633505,-183505
18345,"60 Coleridge St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1399856,100143
18351,"44 Montclair Ter, San Francisco, CA 94109",8 - Russian Hill,8050,3480000,3398524,81475
18356,"944 Chestnut St, San Francisco, CA 94109",8 - Russian Hill,8050,6850000,10518294,-3668294
18363,"315 Holly Park Cir, San Francisco, CA 94110",9 - Bernal Heights,9010,2130000,2274273,-144273
18381,"251 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,2450000,2360903,89096
18393,"9 Roscoe St, San Francisco, CA 94110",9 - Bernal Heights,9010,1650000,1861984,-211984
18395,"1834 Hyde St, San Francisco, CA 94109",8 - Russian Hill,8050,3564875,3555615,9259
18398,"20 Newman St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1221475,-21475
18401,"930 Chestnut St, San Francisco, CA 94109-1319",8 - Russian Hill,8050,6650000,7061557,-411557
18403,"22 Newman St, San Francisco, CA 94110",9 - Bernal Heights,9010,2060000,1982858,77141
18414,"235 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,1925000,1991717,-66717
18415,"451 Oxford St, San Francisco, CA 94134",10 - Portola,10060,1350000,1398701,-48701
18423,"229 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,1715000,2132635,-417635
18427,"222 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,1275000,1056017,218982
18442,"308 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,920000,403484,516515
18445,"39 West View Ave, San Francisco, CA 94134",10 - Portola,10060,1045000,955060,89939
18459,"807 Francisco, San Francisco, CA 94109",8 - Russian Hill,8050,16500000,11262463,5237536
18467,"2500 Leavenworth St, San Francisco, CA 94133",8 - Russian Hill,8050,2920000,3017506,-97506
18471,"414 Cambridge St, San Francisco, CA 94134",10 - Portola,10060,850000,783714,66285
18485,"198 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,1625000,1515769,109230
18486,"161 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,2700000,2794835,-94835
18487,"70 Prospect Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1805000,1880337,-75337
18492,"109 Porter St, San Francisco, CA 94110",9 - Bernal Heights,9010,913000,454166,458833
18494,"192 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,2350000,2220361,129638
18514,"2341 Leavenworth St, San Francisco, CA 94133",8 - Russian Hill,8050,4147000,3956260,190739
18515,"329 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,2200000,2201673,-1673
18532,"222 Bocana St, San Francisco, CA 94110",9 - Bernal Heights,9010,1810000,2165831,-355831
18552,"160 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,3050000,3127024,-77024
18578,"92 Winfield St, San Francisco, CA 94110-5141",9 - Bernal Heights,9010,1397000,1644385,-247385
18579,"1337 Felton St, San Francisco, CA 94134",10 - Portola,10060,1084000,1071737,12262
18589,"88 Winfield St, San Francisco, CA 94110",9 - Bernal Heights,9010,1458000,1968708,-510708
18594,"116 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,3800000,4196637,-396637
18602,"864 Silver Ave, San Francisco, CA 94134",10 - Portola,10060,990000,1047194,-57194
18603,"354 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1250000,1174846,75153
18619,"5 Bennington St, San Francisco, CA 94110",9 - Bernal Heights,9010,1400000,1443306,-43306
18631,"101 Bache, San Francisco, CA 94110",9 - Bernal Heights,9010,1550000,1359797,190202
18633,"72 Winfield St, San Francisco, CA 94110",9 - Bernal Heights,9010,1751000,1728603,22396
18636,"18 Prospect Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,3700000,3789371,-89371
18637,"681 Sweeny St, San Francisco, CA 94134",10 - Portola,10060,1450000,1452039,-2039
18670,"740-742 Francisco St, San Francisco, CA 94133",8 - Russian Hill,8050,2375000,2841744,-466744
18672,"242 Yale St, San Francisco, CA 94134",10 - Portola,10060,1132500,1014930,117569
18707,"378 Highland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1650000,1509366,140633
18723,"113 Wool St, San Francisco, CA 94110",9 - Bernal Heights,9010,1010000,766959,243040
18741,"67 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,2400000,2783191,-383191
18744,"746 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,960000,595154,364845
18762,"53 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1599840,-99840
18765,"1443 Bacon St, San Francisco, CA 94134",10 - Portola,10060,1500000,2694769,-1194769
18771,"636 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,1900000,1955857,-55857
18773,"172 Precita Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,2915000,2863592,51407
18786,"445 Sunrise Way, San Francisco, CA 94132-3228",10 - Visitacion Valley,10050,575000,10569,564430
18790,"34 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,2200000,2457537,-257537
18809,"51 Mirabel Ave, San Francisco, CA 94110-4614",9 - Bernal Heights,9010,1900000,2669350,-769350
18814,"234 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,1250000,982244,267755
18824,"17 Elsie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1280000,1339826,-59826
18830,"150 Andover St, San Francisco, CA 94110",9 - Bernal Heights,9010,1620000,1672559,-52559
18861,"821 Moultrie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1800000,1677586,122413
18877,"501 Crescent Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,700000,-66852,766852
18884,"704 Moultrie St, San Francisco, CA 94110-6036",9 - Bernal Heights,9010,1100000,743774,356225
18885,"450 Yale St, San Francisco, CA 94134",10 - Portola,10060,1468000,1504315,-36315
18892,"157 Bernard St, San Francisco, CA 94109",8 - Nob Hill,8030,1500000,1180557,319442
18905,"625 Moultrie St, San Francisco, CA 94110",9 - Bernal Heights,9010,1400000,1315741,84258
18919,"560 Moultrie St, San Francisco, CA 94110",9 - Bernal Heights,9010,2140000,2363095,-223095
18942,"1035 Silver Ave, San Francisco, CA 94134",10 - Portola,10060,1140000,2782258,-1642258
18944,"1190 Burrows St, San Francisco, CA 94134",10 - Portola,10060,1289000,1292140,-3140
18957,"6 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,3550000,3871438,-321438
18960,"2 Bonview St, San Francisco, CA 94110",9 - Bernal Heights,9010,4114000,4453328,-339328
18967,"14 University St, San Francisco, CA 94134",10 - Portola,10060,762000,357297,404702
18978,"147 Hahn St, San Francisco, CA 94114-2711",10 - Visitacion Valley,10050,859000,576695,282304
18991,"27 University St, San Francisco, CA 94134",10 - Portola,10060,1185000,1158846,26153
18995,"3272 25th St, San Francisco, CA 94110",9 - Inner Mission,9020,1984000,1875952,108047
18998,"623 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1450000,1312350,137649
19006,"579 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,2410000,2389130,20869
19007,"214 Princeton, San Francisco, CA 94134",10 - Portola,10060,1288000,1192550,95449
19019,"111 Hahn St, San Francisco, CA 94134-2711",10 - Visitacion Valley,10050,1100000,936639,163360
19025,"503 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,2315000,2359983,-44983
19029,"488 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1506299,93700
19030,"232 Precita Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1700000,1773900,-73900
19032,"478 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,2200000,2233119,-33119
19035,"1742 Jones St, San Francisco, CA 94109-2111",8 - Russian Hill,8050,4995000,5079198,-84198
19039,"1158 Burrows St, San Francisco, CA 94134",10 - Portola,10060,1400000,1395266,4733
19043,"457 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1775000,1702433,72566
19051,"584 Leland Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,888000,588212,299787
19057,"401 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1330000,1799617,-469617
19070,"204 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1680000,1409716,270283
19079,"136 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1150000,1010792,139207
19080,"136 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,1434000,1683003,-249003
19096,"1061 Shotwell St, San Francisco, CA 94110",9 - Inner Mission,9020,2150000,2043987,106012
19100,"70 Anderson St, San Francisco, CA 94110",9 - Bernal Heights,9010,2075000,2083116,-8116
19124,"556 Leland Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,698000,271202,426797
19137,"1336 Shotwell St, San Francisco, CA 94110",9 - Bernal Heights,9010,1480000,1304862,175137
19141,"380 Princeton St, San Francisco, CA 94134",10 - Portola,10060,1120000,1096447,23552
19151,"615 Ellsworth St, San Francisco, CA 94110",9 - Bernal Heights,9010,1415000,1551924,-136924
19178,"444 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,820000,393740,426259
19180,"497 Ellsworth St, San Francisco, CA 94110",9 - Bernal Heights,9010,1090000,2101235,-1011235
19190,"445 Ellsworth St, San Francisco, CA 94110",9 - Bernal Heights,9010,1850000,1806835,43164
19196,"555 Argonaut, San Francisco, CA 94134",10 - Visitacion Valley,10050,820800,700335,120464
19199,"172 University St, San Francisco, CA 94134",10 - Portola,10060,1625000,1542424,82575
19216,"1023 Vallejo St, San Francisco, CA 94133",8 - Russian Hill,8050,5200000,4948389,251610
19223,"2534 Folsom St, San Francisco, CA 94110",9 - Inner Mission,9020,3225000,3333975,-108975
19230,"406 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,820000,500969,319030
19233,"117 Ellsworth, San Francisco, CA 94110",9 - Bernal Heights,9010,2265000,2439694,-174694
19235,"115 Ellsworth St, San Francisco, CA 94110",9 - Bernal Heights,9010,2035000,2108642,-73642
19236,"264 Precita Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,2200000,2192744,7255
19238,"219 Velasco Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1065000,1110027,-45027
19244,"70 Ellsworth St, San Francisco, CA 94110",9 - Bernal Heights,9010,1670000,1744166,-74166
19246,"550 Sweeny St, San Francisco, CA 94134",10 - Portola,10060,1351800,1242577,109222
19260,"730 Gates St, San Francisco, CA 94110",9 - Bernal Heights,9010,1620000,1497202,122797
19273,"622 Gates St, San Francisco, CA 94110",9 - Bernal Heights,9010,1070000,879662,190337
19281,"78 Manchester St, San Francisco, CA 94110",9 - Bernal Heights,9010,1850000,1751421,98578
19288,"8 Phoenix Ter, San Francisco, CA 94133",8 - Nob Hill,8030,1335008,1090527,244480
19324,"1316 Sunnydale Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,676037,223962
19330,"1266 Washington St, San Francisco, CA 94108",8 - Nob Hill,8030,16000000,13155227,2844772
19351,"231 Gates St, San Francisco, CA 94110",9 - Bernal Heights,9010,1300000,1564461,-264461
19369,"1285 Sunnydale Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,715000,694405,20594
19374,"111 Gates St, San Francisco, CA 94110",9 - Bernal Heights,9010,1000000,561066,438933
19379,"132 Colby St, San Francisco, CA 94134",10 - Portola,10060,1300000,1416442,-116442
19390,"4239 Folsom St, San Francisco, CA 94110-6121",9 - Bernal Heights,9010,1167000,764944,402055
19391,"4235 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,1150000,965180,184819
19402,"223 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,875000,674125,200874
19404,"211 Sawyer St, San Francisco, CA 94134",10 - Visitacion Valley,10050,855000,576111,278888
19419,"18 Dartmouth St, San Francisco, CA 94134",10 - Portola,10060,1700000,1906381,-206381
19435,"1500 Visitacion Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,723188,176811
19436,"1500 Visitacion Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,800000,592638,207361
19442,"4023 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,855750,747040,108709
19452,"4001 Folsom St, San Francisco, CA 94110-6117",9 - Bernal Heights,9010,1620000,1420831,199168
19459,"43 Lucky St, San Francisco, CA 94110",9 - Inner Mission,9020,1250000,1239368,10631
19460,"3960 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,1750000,1732350,17649
19487,"871 Treat Ave, San Francisco, CA 94110",9 - Inner Mission,9020,1550000,1754662,-204662
19517,"3655 Folsom St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1022343,177656
19529,"2 Argonaut Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,810000,920078,-110078
19557,"633 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1364604,235395
19573,"396 Sweeny St, San Francisco, CA 94134",10 - Portola,10060,1300000,1358961,-58961
19586,"824 Green St, San Francisco, CA 94133-3717",8 - Russian Hill,8050,4700000,4867875,-167875
19606,"188 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1550000,1401198,148801
19608,"307 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1112097,87902
19609,"160 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1425000,1345766,79233
19612,"151 Banks St, San Francisco, CA 94110",9 - Bernal Heights,9010,1512500,1555270,-42770
19613,"128 Britton St, San Francisco, CA 94134-2783",10 - Visitacion Valley,10050,1050000,1151302,-101302
19616,"125 Britton St, San Francisco, CA 94134",10 - Visitacion Valley,10050,590000,365057,224942
19627,"3 Balmy St, San Francisco, CA 94110",9 - Inner Mission,9020,1225000,1345466,-120466
19636,"1600 Treat Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1725001,2195367,-470366
19639,"1603 Treat Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1415000,1405614,9385
19669,"360 Sweeny St, San Francisco, CA 94134",10 - Portola,10060,767500,485600,281899
19688,"178 Rey St, San Francisco, CA 94134",10 - Visitacion Valley,10050,955000,632796,322203
19691,"760 Felton St, San Francisco, CA 94134",10 - Portola,10060,1410000,1362059,47940
19701,"369 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,2785000,2796206,-11206
19703,"356 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,2225000,2212219,12780
19713,"147 Ripley St, San Francisco, CA 94110",9 - Bernal Heights,9010,1601000,1722921,-121921
19717,"161 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,2104987,-604987
19721,"136 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,1700000,1895838,-195838
19723,"309 Prentiss St, San Francisco, CA 94110",9 - Bernal Heights,9010,2109000,2108815,184
19730,"30 Winter Pl, San Francisco, CA 94133",8 - North Beach,8040,2450000,2423112,26887
19755,"347 Hale St, San Francisco, CA 94134",10 - Portola,10060,868000,634141,233858
19765,"463 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1460000,1345775,114224
19771,"430 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1050000,989610,60389
19783,"326 Sweeny St, San Francisco, CA 94134-1123",10 - Portola,10060,1000000,841147,158852
19785,"366 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1525000,1843906,-318906
19792,"3215 Harrison St, San Francisco, CA 94110",9 - Bernal Heights,9010,1760000,1855590,-95590
19807,"298 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1100000,1130405,-30405
19809,"3279 Harrison St, San Francisco, CA 94110",9 - Bernal Heights,9010,1880000,1932711,-52711
19823,"249 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1135077,64922
19833,"2962 23rd St, San Francisco, CA 94110",9 - Inner Mission,9020,1525000,1663948,-138948
19865,"115 Nevada St, San Francisco, CA 94110",9 - Bernal Heights,9010,1550000,1640146,-90146
19870,"49 Hamilton St, San Francisco, CA 94134",10 - Portola,10060,1504000,1562072,-58072
19877,"1071 Alabama St, San Francisco, CA 94110",9 - Inner Mission,9020,2850000,3216179,-366179
19885,"686 Colby St, San Francisco, CA 94134",10 - Portola,10060,800000,480401,319598
19901,"3060 26th St, San Francisco, CA 94110",9 - Inner Mission,9020,1615000,1450570,164429
19914,"169 Putnam St, San Francisco, CA 94110",9 - Bernal Heights,9010,1365000,1190740,174259
19919,"715 Florida St, San Francisco, CA 94110",9 - Inner Mission,9020,2022000,1932832,89167
19923,"178 Ripley St, San Francisco, CA 94110",9 - Bernal Heights,9010,2800000,2876721,-76721
19953,"1337 Cortland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1250000,1067411,182588
19964,"1424 Alabama St, San Francisco, CA 94110",9 - Inner Mission,9020,1150000,1127925,22074
19968,"1618 Alabama St, San Francisco, CA 94110",9 - Bernal Heights,9010,2650000,2784298,-134298
19970,"2811 22nd St, San Francisco, CA 94110",9 - Inner Mission,9020,1640000,1249408,390591
19974,"864 Florida St, San Francisco, CA 94110-2836",9 - Inner Mission,9020,3100000,3227326,-127326
19976,"870 Florida St, San Francisco, CA 94110",9 - Inner Mission,9020,1730000,2144333,-414333
19980,"1664 Alabama St, San Francisco, CA 94110",9 - Bernal Heights,9010,1050000,935469,114530
20012,"57 Nebraska St, San Francisco, CA 94110",9 - Bernal Heights,9010,1600000,1544763,55236
20030,"1305 Silver Ave, San Francisco, CA 94134",10 - Portola,10060,1220000,1223249,-3249
20035,"3024 25th St, San Francisco, CA 94110",9 - Inner Mission,9020,2480000,2450962,29037
20045,"151 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,1425000,1436535,-11535
20049,"147 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,2346400,2218808,127591
20056,"1041 Florida St, San Francisco, CA 94110",9 - Inner Mission,9020,1900000,1893871,6128
20061,"108 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1296716,203283
20065,"1057 Florida St, San Francisco, CA 94110",9 - Inner Mission,9020,2995000,2913330,81669
20069,"845 Colby St, San Francisco, CA 94134-1825",10 - Portola,10060,940000,1109398,-169398
20081,"62 Bronte St, San Francisco, CA 94110",9 - Bernal Heights,9010,1325000,1526273,-201273
20099,"910 Mansell St, San Francisco, CA 94134",10 - Portola,10060,1010000,782936,227063
20110,"1160 Florida St, San Francisco, CA 94110",9 - Inner Mission,9020,1310000,867135,442864
20116,"1425 Cortland Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1350000,1174927,175072
20128,"43 Carver St, San Francisco, CA 94110",9 - Bernal Heights,9010,900000,1438725,-538725
20160,"825 Olmstead St, San Francisco, CA 94134",10 - Portola,10060,1400000,1456907,-56907
20170,"340 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1415000,1160177,254822
20182,"1520 Florida St, San Francisco, CA 94110",9 - Bernal Heights,9010,1475000,1234234,240765
20204,"149 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,2250000,2445054,-195054
20208,"224 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1153000,758942,394057
20209,"116 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1365000,1138843,226156
20221,"338 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,740000,626417,113582
20228,"77 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1000000,603271,396728
20235,"54 Bradford St, San Francisco, CA 94110",9 - Bernal Heights,9010,1325000,1493116,-168116
20277,"156 Cora St, San Francisco, CA 94134",10 - Visitacion Valley,10050,760000,423993,336006
20283,"61 Somerset St, San Francisco, CA 94134",10 - Portola,10060,620000,356276,263723
20287,"194-A Sweeny St, San Francisco, CA 94134",10 - Portola,10060,1675000,10469250,-8794250
20306,"635 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,868000,697507,170492
20310,"709 York St, San Francisco, CA 94110",9 - Inner Mission,9020,1650000,1948875,-298875
20328,"848 Peralta, San Francisco, CA 94110",9 - Bernal Heights,9010,1500000,1333939,166060
20338,"519 Hamilton St, San Francisco, CA 94134",10 - Portola,10060,1250000,1149675,100324
20347,"676 Peralta Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1675000,1596010,78989
20363,"356 Holyoke St, San Francisco, CA 94134",10 - Portola,10060,1230000,1300344,-70344
20381,"527 Peralta Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1391000,1586428,-195428
20401,"25 Cora St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1000000,1378487,-378487
20407,"266 Raymond Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,938000,773699,164300
20437,"378 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1234567,1747261,-512694
20444,"44 Samoset St, San Francisco, CA 94110",9 - Bernal Heights,9010,1625000,1914059,-289059
20458,"2726 20th St, San Francisco, CA 94110",9 - Inner Mission,9020,1510000,1698010,-188010
20465,"673 Hamilton St, San Francisco, CA 94134",10 - Portola,10060,1150000,1015608,134391
20469,"366 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1535000,1353766,181233
20477,"501 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1865000,2318910,-453910
20483,"377 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1775000,1930213,-155213
20485,"1221 York St, San Francisco, CA 94110",9 - Inner Mission,9020,2750000,2786509,-36509
20507,"2666 21st St, San Francisco, CA 94110",9 - Inner Mission,9020,1330000,1380521,-50521
20511,"21 Samoset St, San Francisco, CA 94110",9 - Bernal Heights,9010,1100000,760716,339283
20521,"1318 York St, San Francisco, CA 94110",9 - Inner Mission,9020,1800000,1543029,256970
20523,"209 Montcalm St, San Francisco, CA 94110",9 - Bernal Heights,9010,2505555,2571685,-66130
20538,"1378 York St, San Francisco, CA 94110",9 - Inner Mission,9020,1740000,1402815,337184
20561,"550 Holyoke St, San Francisco, CA 94134",10 - Portola,10060,1295000,1143036,151963
20563,"263 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,680000,450151,229848
20564,"360 Somerset St, San Francisco, CA 94134",10 - Portola,10060,900000,636172,263827
20577,"321 Franconia St, San Francisco, CA 94110",9 - Bernal Heights,9010,1705000,1648457,56542
20583,"948 Hampshire St, San Francisco, CA 94110",9 - Inner Mission,9020,3200000,3648627,-448627
20588,"949 Hampshire St, San Francisco, CA 94110",9 - Inner Mission,9020,2635000,2752572,-117572
20591,"718 Pine St, San Francisco, CA 94108",8 - Downtown,8010,3280000,2980985,299014
20613,"472 Greenwich St, San Francisco, CA 94133",8 - Telegraph Hill,8070,2110000,1933971,176028
20643,"555 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,760000,388034,371965
20644,"554 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,780000,495617,284382
20650,"420 Burrows, San Francisco, CA 94134",10 - Portola,10060,1459000,1646521,-187521
20656,"2517 19th St, San Francisco, CA 94110",9 - Inner Mission,9020,3399000,3485513,-86513
20657,"516 Dwight St, San Francisco, CA 94134",10 - Portola,10060,1405000,1783700,-378700
20677,"121 Peabody St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1000000,879069,120930
20683,"254 Felton St, San Francisco, CA 94134",10 - Portola,10060,1315000,1506850,-191850
20719,"163 Tioga Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,977000,827998,149001
20737,"210 Teddy, San Francisco, CA 94134-2340",10 - Visitacion Valley,10050,1153000,961516,191483
20752,"45 Delta St, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,1103099,-203099
20767,"537 Rutland St, San Francisco, CA 94134",10 - Visitacion Valley,10050,905000,705961,199038
20777,"1620 York St, San Francisco, CA 94110",9 - Bernal Heights,9010,1603000,1914447,-311447
20781,"312 Utah St, San Francisco, CA 94103",9 - Potrero Hill,9040,1060000,588510,471489
20798,"1628 York St, San Francisco, CA 94110",9 - Bernal Heights,9010,2150000,2150271,-271
20816,"36 Hale St, San Francisco, CA 94134",10 - Portola,10060,1150000,1174768,-24768
20817,"173-175 Chestnut St, San Francisco, CA 94133",8 - Telegraph Hill,8070,5750000,5236261,513738
20835,"122 Tioga Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,600000,462022,137977
20836,"441 Wilde Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,565000,84312,480687
20837,"170 Arleta Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1260000,1180580,79419
20849,"21 Costa St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,923584,276415
20900,"178 Desmond St, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,673070,226929
20903,"39 Mill St, San Francisco, CA 94134-2153",10 - Visitacion Valley,10050,999900,990127,9772
20907,"21 Rutledge St, San Francisco, CA 94110",9 - Bernal Heights,9010,1570000,1476537,93462
